"Oaxaca: Tablas de mortalidad por sexo, 1970-2015",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Hombres,,,,,,,,Mujeres,,,,,,,,Total,,,,,,
year y edad,q(x),m(x),l(x),d(x),L(x),T(x),e(x),,q(x),m(x),l(x),d(x),L(x),T(x),e(x),,q(x),m(x),l(x),d(x),L(x),T(x),e(x)
,,,,,,,,,,,,,,,,,,,,,,,
89,0.13819622,0.14872767,12623,1744,11729,61637,4.88295443,,0.1286378,0.13769754,18839,2423,17599,95796,5.08511358,,0.13286035,0.14255524,15620,2075,14558,78023,4.99497897
90,0.14871381,0.16100691,10878,1618,10048,49908,4.58777835,,0.1393907,0.15011465,16415,2288,15243,78197,4.76369997,,0.14349958,0.15490047,13545,1944,12548,63465,4.68550475
91,0.16012231,0.17449901,9261,1483,8498,39860,4.30422785,,0.15107436,0.16378368,14127,2134,13031,62955,4.45630598,,0.15505533,0.16848414,11601,1799,10677,50917,4.38891335
92,0.17249301,0.18933772,7778,1342,7086,31362,4.03227317,,0.16376175,0.17884172,11993,1964,10982,49924,4.16279592,,0.1676095,0.1834536,9802,1643,8956,40240,4.10514103
93,0.18590067,0.20567289,6436,1196,5817,24276,3.77185896,,0.17752889,0.19544192,10029,1780,9110,38942,3.88300359,,0.1811942,0.19990834,8159,1478,7396,31284,3.83414603
94,0.20042307,0.22367253,5240,1050,4695,18459,3.52290336,,0.19245418,0.21375548,8248,1587,7426,29832,3.61673198,,0.19593297,0.21807264,6681,1309,6003,23889,3.57564596
95,0.21614031,0.24352524,4190,906,3718,13764,3.28529683,,0.20861755,0.23397392,6661,1390,5939,22406,3.36375295,,0.21188942,0.23811687,5372,1138,4780,17886,3.32953615
96,0.23313373,0.26544285,3284,766,2884,10045,3.0589007,,0.22609925,0.25631164,5271,1192,4650,16467,3.12380644,,0.22915824,0.26027216,4234,970,3728,13106,3.09560802
97,0.25148461,0.28966351,2518,633,2186,7161,2.84354467,,0.24497828,0.28100876,4080,999,3556,11817,2.89659894,,0.24778269,0.28473002,3264,809,2840,9378,2.87367906
98,0.27127236,0.31645522,1885,511,1616,4975,2.63902254,,0.26533043,0.30833444,3080,817,2651,8260,2.68180006,,0.26787905,0.31180955,2455,658,2109,6538,2.6633816
99,0.29257228,0.34611982,1374,402,1161,3359,2.44508442,,0.2872258,0.3385906,2263,650,1920,5610,2.47903562,,0.28952208,0.34181741,1797,520,1522,4429,2.46444318
100,0.3154527,0.37899753,972,307,809,2198,2.26142187,,0.31072576,0.37211606,1613,501,1347,3690,2.28787379,,0.31274912,0.37505587,1277,399,1065,2907,2.27654531
101,0.33997148,0.41547224,665,226,544,1389,2.08763869,,0.3358793,0.40929137,1112,373,912,2343,2.10779675,,0.33762543,0.41192407,878,296,719,1842,2.09919249
102,0.36617187,0.45597745,439,161,353,844,1.92319181,,0.36271877,0.45054423,738,268,594,1431,1.93814255,,0.36418792,0.45285223,581,212,467,1123,1.93178044
103,0.39407746,0.50100312,278,110,219,492,1.76726711,,0.39125487,0.49635561,471,184,371,837,1.77798189,,0.39245261,0.49832509,370,145,291,655,1.77343479
104,0.42368654,0.55110356,169,71,130,273,1.61850763,,0.42147111,0.54726679,286,121,221,466,1.62584747,,0.42240903,0.54888932,225,95,173,364,1.62273999
105,0.45496562,0.60690641,97,44,73,143,1.4743904,,0.45331764,0.60388734,166,75,124,245,1.47911228,,0.45401398,0.6051619,130,59,97,192,1.4771171
106,0.48784245,0.66912298,53,26,39,70,1.32972037,,0.48670479,0.66690414,91,44,66,121,1.33248559,,0.48718476,0.66783966,71,34,52,94,1.33131895
107,0.52219863,0.73856017,27,14,19,32,1.1727699,,0.52149651,0.73709178,46,24,33,55,1.17415544,,0.52179243,0.73771039,36,19,26,43,1.17357149
108,0.55786239,0.81613412,13,7,9,13,0.97471542,,0.55750419,0.81532429,22,12,15,22,0.97522781,,0.55765509,0.81566536,17,10,12,17,0.97501196
109,1,0.90288598,6,3,4,4,1.10755956,,1,0.90258863,10,6,6,6,1.10792444,,1,0.9027139,8,5,5,5,1.10777069
,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,
0,0.05711732,0.05976536,100000,5712,95569,6564281,65.64281211,,0.04830737,0.05014291,100000,4831,96339,7143650,71.43650421,,0.05281978,0.05503359,100000,5282,95977,6851130,68.51130327
1,0.00661845,0.00664307,94288,624,93939,6468712,68.60569273,,0.00679684,0.00682281,95169,647,94807,7047311,74.05028471,,0.00670618,0.00673146,94718,635,94362,6755153,71.31856052
2,0.00334735,0.0033533,93664,314,93498,6374773,68.05984968,,0.00325913,0.00326477,94522,308,94359,6952504,73.55402595,,0.00330397,0.00330976,94083,311,93918,6660791,70.79709395
3,0.00217176,0.00217417,93351,203,93247,6281275,67.2868565,,0.00199859,0.00200063,94214,188,94118,6858145,72.79299517,,0.00208624,0.00208846,93772,196,93672,6566873,70.03022263
4,0.00168786,0.00168929,93148,157,93069,6188028,66.4322391,,0.0014577,0.00145876,94026,137,93958,6764027,71.93778865,,0.0015741,0.00157534,93576,147,93503,6473200,69.17560333
5,0.0012956,0.00129644,92991,120,92930,6094958,65.54371193,,0.00103001,0.00103054,93889,97,93841,6670069,71.04207531,,0.00116443,0.00116511,93429,109,93375,6379698,68.28387625
6,0.00108768,0.00108827,92870,101,92820,6002028,64.62809202,,0.00083493,0.00083528,93792,78,93753,6576228,70.1148093,,0.00096296,0.00096342,93320,90,93275,6286323,67.36289814
7,0.00095325,0.0009537,92769,88,92725,5909208,63.69791879,,0.00070543,0.00070568,93714,66,93681,6482475,69.1729815,,0.00083105,0.00083139,93230,77,93192,6193048,66.42734646
8,0.0008681,0.00086848,92681,80,92641,5816483,62.75821947,,0.0006185,0.00061869,93648,58,93619,6388794,68.2214598,,0.00074507,0.00074534,93153,69,93118,6099856,65.48218089
9,0.00082007,0.00082041,92600,76,92562,5723843,61.81231304,,0.0005631,0.00056326,93590,53,93564,6295175,67.26337138,,0.00069343,0.00069367,93084,65,93051,6006738,64.53063312
10,0.00080382,0.00080414,92524,74,92487,5631280,60.86263497,,0.00052911,0.00052925,93537,49,93512,6201612,66.30098714,,0.00066844,0.00066866,93019,62,92988,5913687,63.57506448
11,0.00081939,0.00081973,92450,76,92412,5538793,59.91119455,,0.00051355,0.00051368,93488,48,93464,6108099,65.33582155,,0.00066865,0.00066887,92957,62,92926,5820699,62.61725465
12,0.00086609,0.00086647,92374,80,92334,5446381,58.95991571,,0.00051408,0.00051421,93440,48,93416,6014636,64.36913499,,0.00069251,0.00069275,92895,64,92862,5727773,61.6588171
13,0.00094451,0.00094496,92294,87,92251,5354046,58.01059149,,0.00052667,0.00052681,93392,49,93367,5921220,63.40198561,,0.00073829,0.00073856,92830,69,92796,5634911,60.70119944
14,0.0010519,0.00105245,92207,97,92159,5261796,57.06496246,,0.00055063,0.00055078,93343,51,93317,5827853,62.43513176,,0.00080404,0.00080436,92762,75,92724,5542115,59.74567825
15,0.00118663,0.00118733,92110,109,92055,5169637,56.12452568,,0.0005837,0.00058387,93291,54,93264,5734536,61.46925381,,0.00088741,0.0008878,92687,82,92646,5449390,58.79335243
16,0.00134444,0.00134534,92001,124,91939,5077582,55.19060969,,0.00062413,0.00062432,93237,58,93208,5641272,60.50486235,,0.00098497,0.00098545,92605,91,92559,5356744,57.84512832
17,0.00152126,0.00152242,91877,140,91807,4985643,54.26423683,,0.00067151,0.00067174,93178,63,93147,5548064,59.54233632,,0.00109435,0.00109495,92514,101,92463,5264185,56.90166728
18,0.00171213,0.0017136,91737,157,91659,4893836,53.34615111,,0.00072317,0.00072343,93116,67,93082,5454917,58.58201078,,0.00121174,0.00121248,92412,112,92356,5171722,55.96345799
19,0.00191086,0.00191269,91580,175,91493,4802177,52.43678615,,0.00077801,0.00077831,93049,72,93012,5361835,57.62404429,,0.00133394,0.00133483,92300,123,92239,5079365,55.0307472
20,0.00211448,0.00211672,91405,193,91309,4710684,51.53622049,,0.00083484,0.00083519,92976,78,92937,5268823,56.66852186,,0.00145925,0.00146032,92177,135,92110,4987126,54.10358506
21,0.00231602,0.00231871,91212,211,91106,4619375,50.64436467,,0.00089496,0.00089536,92899,83,92857,5175885,55.71545291,,0.00158511,0.00158637,92043,146,91970,4895016,53.18192057
22,0.0025132,0.00251636,91001,229,90886,4528269,49.76077026,,0.00095539,0.00095585,92815,89,92771,5083028,54.76491282,,0.00170908,0.00171054,91897,157,91818,4803046,52.26556005
23,0.00270406,0.00270772,90772,245,90649,4437383,48.88488471,,0.00101607,0.00101659,92727,94,92680,4990257,53.81680681,,0.00183041,0.00183209,91740,168,91656,4711228,51.3541832
24,0.00288559,0.00288976,90527,261,90396,4346733,48.01607557,,0.00107788,0.00107846,92633,100,92583,4897578,52.87103579,,0.00194843,0.00195033,91572,178,91483,4619572,50.44743825
25,0.0030559,0.00306058,90265,276,90127,4256337,47.15358491,,0.00113905,0.0011397,92533,105,92480,4804995,51.92754642,,0.00206142,0.00206355,91394,188,91299,4528089,49.54494767
26,0.00321756,0.00322275,89990,290,89845,4166210,46.29659145,,0.00120118,0.0012019,92427,111,92372,4712515,50.98619192,,0.00217139,0.00217375,91205,198,91106,4436790,48.64625909
27,0.00336735,0.00337303,89700,302,89549,4076365,45.44442137,,0.00126649,0.00126729,92316,117,92258,4620143,50.04690787,,0.00227786,0.00228045,91007,207,90903,4345684,47.75103145
28,0.00350903,0.0035152,89398,314,89241,3986816,44.59627716,,0.0013322,0.00133309,92199,123,92138,4527886,49.10973811,,0.00238091,0.00238375,90800,216,90692,4254780,46.85890867
29,0.00364468,0.00365134,89084,325,88922,3897575,43.75155818,,0.00139904,0.00140002,92077,129,92012,4435748,48.17458262,,0.00248182,0.0024849,90584,225,90471,4164089,45.9695488
30,0.00377221,0.00377934,88760,335,88592,3808653,42.90977411,,0.00146977,0.00147085,91948,135,91880,4343736,47.2413749,,0.00258085,0.00258418,90359,233,90242,4073617,45.08267717
31,0.0038957,0.00390331,88425,344,88252,3720061,42.07035952,,0.00154489,0.00154608,91813,142,91742,4251855,46.31017522,,0.00268016,0.00268376,90126,242,90005,3983375,44.19803646
32,0.00401866,0.00402676,88080,354,87903,3631809,41.23293989,,0.00162447,0.00162579,91671,149,91596,4160114,45.38105639,,0.00278134,0.00278521,89884,250,89759,3893371,43.31546948
33,0.00414207,0.00415067,87726,363,87545,3543906,40.39729369,,0.00171047,0.00171193,91522,157,91444,4068518,44.45408313,,0.00288576,0.00288993,89634,259,89505,3803611,42.43488661
34,0.00426717,0.0042763,87363,373,87176,3456361,39.56323979,,0.00180508,0.00180671,91365,165,91283,3977074,43.52939414,,0.00299499,0.00299949,89375,268,89241,3714107,41.55625147
35,0.00439874,0.00440844,86990,383,86799,3369185,38.73064512,,0.00190439,0.00190621,91200,174,91113,3885791,42.60720631,,0.00310893,0.00311377,89108,277,88969,3624865,40.67958481
36,0.00453828,0.00454861,86608,393,86411,3282386,37.89955629,,0.0020151,0.00201713,91027,183,90935,3794678,41.68754835,,0.00323304,0.00323828,88831,287,88687,3535896,39.80489052
37,0.004688,0.00469902,86214,404,86012,3195975,37.0700615,,0.0021359,0.00213818,90843,194,90746,3703743,40.77071317,,0.00336751,0.0033732,88544,298,88394,3447209,38.93237775
38,0.00485225,0.00486406,85810,416,85602,3109963,36.24231118,,0.0022673,0.00226987,90649,206,90546,3612997,39.85691171,,0.00351355,0.00351974,88245,310,88090,3358815,38.06223758
39,0.00503102,0.00504372,85394,430,85179,3024361,35.4165894,,0.00240888,0.00241179,90444,218,90335,3522450,38.94634868,,0.00367216,0.00367892,87935,323,87774,3270725,37.1946807
40,0.00522766,0.00524137,84964,444,84742,2939182,34.5931459,,0.00256888,0.00257219,90226,232,90110,3432116,38.03918559,,0.0038495,0.00385693,87612,337,87444,3182951,36.32992711
41,0.00544393,0.0054588,84520,460,84290,2854440,33.77231211,,0.00274069,0.00274445,89994,247,89871,3342006,37.13586835,,0.00404251,0.00405071,87275,353,87099,3095507,35.46838876
42,0.00568159,0.00569779,84060,478,83821,2770150,32.95443813,,0.0029312,0.0029355,89747,263,89616,3252135,36.23655238,,0.0042555,0.00426458,86922,370,86737,3008409,34.61032403
43,0.00594596,0.00596371,83582,497,83334,2686329,32.13988723,,0.00314184,0.00314679,89484,281,89344,3162519,35.34161188,,0.00449173,0.00450185,86552,389,86358,2921671,33.7561024
44,0.00623892,0.00625846,83085,518,82826,2602996,31.32914508,,0.0033701,0.00337579,89203,301,89053,3073176,34.45142462,,0.00475093,0.00476225,86164,409,85959,2835314,32.90615557
45,0.00656085,0.00658247,82567,542,82296,2520170,30.52269635,,0.00361939,0.00362596,88903,322,88742,2984123,33.56623213,,0.00503492,0.00504764,85754,432,85538,2749355,32.06085165
46,0.00691294,0.00693695,82025,567,81742,2437874,29.72097533,,0.00389409,0.00390169,88581,345,88408,2895381,32.68634769,,0.00534648,0.00536082,85323,456,85094,2663817,31.22056432
47,0.00730106,0.00732784,81458,595,81161,2356132,28.9243885,,0.00419653,0.00420536,88236,370,88051,2806973,31.81217542,,0.00568975,0.005706,84866,483,84625,2578722,30.38569649
48,0.00772626,0.00775626,80864,625,80551,2274972,28.13344739,,0.00452472,0.00453499,87866,398,87667,2718923,30.94413314,,0.00606451,0.00608297,84383,512,84127,2494098,29.55671453
49,0.00819294,0.00822669,80239,657,79910,2194421,27.34861798,,0.00488359,0.00489555,87468,427,87254,2631256,30.08251223,,0.00647515,0.0064962,83872,543,83600,2409970,28.73400746
50,0.00870422,0.00874232,79581,693,79235,2114511,26.57040994,,0.00527824,0.00529222,87041,459,86811,2544002,29.22769197,,0.00692601,0.00695011,83329,577,83040,2326371,27.91802192
51,0.00925919,0.00930232,78889,730,78523,2035277,25.79933137,,0.00570716,0.00572351,86581,494,86334,2457191,28.38013058,,0.00741572,0.00744335,82751,614,82444,2243331,27.10924798
52,0.00986189,0.00991084,78158,771,77772,1956754,25.03577911,,0.00617459,0.00619373,86087,532,85821,2370857,27.54016306,,0.00794837,0.00798013,82138,653,81811,2160887,26.30805356
53,0.01052362,0.01057938,77388,814,76980,1878981,24.28016651,,0.00668944,0.00671191,85556,572,85269,2285036,26.70816547,,0.00853413,0.00857075,81485,695,81137,2079076,25.5148345
54,0.01124072,0.01130437,76573,861,76142,1802002,23.53309079,,0.0072493,0.0072757,84983,616,84675,2199767,25.88466774,,0.00916999,0.00921229,80790,741,80419,1997939,24.73015805
55,0.01201836,0.01209116,75712,910,75256,1725860,22.79495333,,0.00785886,0.0078899,84367,663,84035,2115092,25.07003691,,0.00986116,0.00991011,80049,789,79653,1917520,23.95441176
56,0.01286111,0.01294453,74802,962,74320,1650603,22.06617374,,0.00852314,0.00855967,83704,713,83347,2031056,24.26466401,,0.01061222,0.01066893,79259,841,78838,1837867,23.18801125
57,0.01377163,0.01386734,73840,1017,73331,1576283,21.34716642,,0.00924901,0.00929205,82991,768,82606,1947709,23.46896091,,0.01142803,0.01149383,78418,896,77969,1759029,22.43137341
58,0.01476163,0.01487167,72823,1075,72285,1502952,20.63829109,,0.01003793,0.01008865,82223,825,81810,1865103,22.68339154,,0.01231506,0.01239152,77522,955,77044,1681059,21.68491412
59,0.01582541,0.01595197,71748,1135,71179,1430668,19.94003771,,0.01090295,0.01096282,81398,887,80953,1783293,21.90833327,,0.01327625,0.01336517,76567,1017,76058,1604016,20.94907345
60,0.01698337,0.01712924,70613,1199,70012,1359488,19.2526526,,0.01184078,0.01191144,80510,953,80033,1702339,21.14433022,,0.01432017,0.01442369,75551,1082,75009,1527958,20.22422828
61,0.01822656,0.01839471,69414,1265,68779,1289477,18.57666284,,0.01286507,0.01294854,79557,1024,79044,1622307,20.39171618,,0.0154488,0.01556938,74469,1150,73892,1452949,19.51080362
62,0.019572,0.01976607,68149,1334,67480,1220697,17.91228337,,0.01397442,0.01407298,78534,1097,77984,1543262,19.65097372,,0.01667041,0.01681092,73318,1222,72706,1379057,18.80912655
63,0.02102441,0.02124857,66815,1405,66110,1153218,17.25991265,,0.01518607,0.01530256,77436,1176,76847,1465279,18.92240695,,0.0179951,0.01815898,72096,1297,71446,1306351,18.11954532
64,0.02258756,0.02284657,65410,1477,64669,1087108,16.61988536,,0.0165067,0.01664445,76260,1259,75629,1388432,18.20650462,,0.01942789,0.01961909,70799,1375,70109,1234906,17.44244871
65,0.02426681,0.0245661,63933,1551,63154,1022439,15.99245268,,0.01794024,0.01810312,75001,1346,74327,1312803,17.50370928,,0.02097354,0.02119661,69423,1456,68693,1164797,16.77815866
66,0.02607778,0.02642383,62381,1627,61564,959286,15.37780605,,0.01949192,0.01968439,73656,1436,72936,1238476,16.81436017,,0.02264126,0.02290151,67967,1539,67195,1096104,16.12692115
67,0.0280331,0.02843353,60754,1703,59899,897721,14.77623366,,0.02119186,0.02141963,72220,1530,71452,1165541,16.13871255,,0.02445199,0.0247559,66428,1624,65613,1028909,15.4889749
68,0.03013361,0.03059696,59051,1779,58157,837823,14.18805173,,0.02303023,0.02329957,70690,1628,69873,1094088,15.47733991,,0.02640082,0.02675558,64804,1711,63945,963296,14.86472336
69,0.03238539,0.0329214,57272,1855,56339,779666,13.61341677,,0.02502274,0.02534113,69062,1728,68194,1024216,14.8304484,,0.02850113,0.02891517,63093,1798,62190,899351,14.254308
70,0.03480941,0.03542969,55417,1929,54447,723326,13.05240554,,0.02719477,0.02757139,67334,1831,66414,956022,14.19829278,,0.03077549,0.03125901,61295,1886,60347,837161,13.65789258
71,0.0374204,0.03813851,53488,2002,52481,668879,12.50521201,,0.02954694,0.02999224,65502,1935,64530,889608,13.58129276,,0.033232,0.03379673,59409,1974,58416,776814,13.07577391
72,0.04021256,0.04104344,51487,2070,50444,616398,11.97203959,,0.03209914,0.03262561,63567,2040,62541,825078,12.97964892,,0.0358791,0.03653858,57434,2061,56398,718398,12.50815445
73,0.04321239,0.04417385,49416,2135,48341,565954,11.45283111,,0.0348563,0.03547828,61527,2145,60448,762537,12.39360993,,0.03872957,0.0394995,55374,2145,54294,662001,11.95514301
74,0.04643169,0.04754422,47281,2195,46174,517614,10.94767147,,0.03785999,0.0385953,59382,2248,58251,702089,11.82325613,,0.04181105,0.04271029,53229,2226,52108,607706,11.41680312
75,0.0498759,0.05116267,45085,2249,43951,471439,10.45658839,,0.04110389,0.04197254,57134,2348,55951,643838,11.26895025,,0.04512843,0.04617843,51004,2302,49844,555598,10.89331856
76,0.05356962,0.05505787,42837,2295,41679,427488,9.97947423,,0.0446099,0.04563554,54785,2444,53554,587887,10.73072029,,0.04869931,0.04992509,48702,2372,47506,505754,10.38470175
77,0.05753326,0.05925465,40542,2333,39364,385809,9.51628882,,0.04840907,0.04962003,52341,2534,51064,534333,10.20859949,,0.0525545,0.05398587,46330,2435,45102,458248,9.89093579
78,0.06177756,0.06376822,38209,2360,37017,346445,9.06699321,,0.05249054,0.05391836,49808,2614,48489,483269,9.702703,,0.05669234,0.0583628,43895,2489,42639,413146,9.41209756
79,0.06632471,0.06862656,35849,2378,34647,309428,8.63143957,,0.05690096,0.05858398,47193,2685,45837,434780,9.21276725,,0.06114998,0.06309954,41407,2532,40127,370507,8.94800268
80,0.0711881,0.07384904,33471,2383,32265,274782,8.20947209,,0.06164584,0.06362783,44508,2744,43121,388943,8.73873814,,0.06593012,0.06820403,38875,2563,37579,330380,8.49858767
81,0.07637489,0.07944902,31089,2374,29886,242516,7.80083053,,0.06677751,0.06911164,41764,2789,40354,345821,8.28033616,,0.07106603,0.07371762,36312,2581,35006,292801,8.06355883
82,0.0819084,0.08545811,28714,2352,27521,212631,7.40508626,,0.0722977,0.07504439,38975,2818,37549,305467,7.83747666,,0.07657532,0.07966605,33731,2583,32423,257796,7.64266202
83,0.08782124,0.0919193,26362,2315,25187,185109,7.02176525,,0.07823154,0.08146121,36157,2829,34724,267919,7.4097882,,0.08248432,0.08608561,31148,2569,29845,225373,7.23552031
84,0.0941391,0.09886952,24047,2264,22897,159922,6.65039437,,0.08463462,0.08843197,33329,2821,31898,233195,6.99680585,,0.08883722,0.09303371,28579,2539,27290,195528,6.84168593
85,0.101,0.10647224,21783,2200,20664,137026,6.29041328,,0.09160755,0.09607878,30508,2795,29088,201297,6.59818134,,0.09575425,0.10065411,26040,2493,24772,168238,6.46074806
86,0.10845243,0.11479648,19583,2124,18501,116362,5.94194575,,0.09920118,0.10447333,27713,2749,26315,172209,6.21396453,,0.10328162,0.10901342,23547,2432,22309,143466,6.09284394
87,0.11654886,0.12391929,17459,2035,16421,97861,5.60509543,,0.10747027,0.11369546,24964,2683,23597,145894,5.84417796,,0.11146658,0.11818302,21115,2354,19915,121157,5.73805883
88,0.1253459,0.13392679,15424,1933,14436,81440,5.27994463,,0.11647367,0.12383419,22281,2595,20957,122297,5.48881564,,0.1203728,0.1282571,18761,2258,17608,101243,5.3964089
89,0.13490443,0.14491529,13491,1820,12559,67004,4.96655319,,0.1262743,0.1349888,19686,2486,18415,101340,5.14784222,,0.13005608,0.13932653,16503,2146,15405,83635,5.06792142
